usuario_id,total_compras,total_productos,gasto_total,gasto_promedio_por_compra,desviacion_gasto,primera_compra,ultima_compra,dias_actividad,frecuencia_promedio_compras,compras_ultimos_3_meses,dias_desde_ultima_compra,prop_recoger_en_tienda,metodo_pago_predominante,num_tipos_unicos,num_marcas_unicas,num_categorias_unicas,tipos_comprados,marcas_compradas,categorias_compradas,colores_comprados,tallas_compradas,Cluster
289,3,14,7478,830.888889,407.880278,15/02/2025 11:15,18/07/2025 22:59,153,0.0195,3,1,1,transferencia,3,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO']",O,"['NIÑA', 'NIÑO']","Amarillo, Beige, Blanco, Gris, Negro, Rojo, Vino",['M'],2
290,4,18,16870,1687,739.541074,18/02/2025 10:06,29/06/2025 08:52,131,0.0303,5,20,1.75,transferencia,5,1,1,"['CAMISA', 'CONJUNTO', 'GUAYABERA', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Azul, Azul fuerte, Beige, Blanco, Negro, Rojo, Verde","['M', 'S']",0
291,4,16,12295,1229.5,641.580431,08/03/2025 12:23,17/06/2025 14:35,101,0.0392,8,32,0.75,transferencia,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'SACO', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul, Blanco, Gris, Negro, Rojo",['M'],0
292,3,13,12414,1773.428571,1194.875589,09/02/2025 01:53,19/07/2025 03:31,160,0.0186,3,0,0.6667,transferencia,4,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA']",O,['NIÑA'],"Beige, Blanco, Rojo, Rosa, Verde","['M', 'O', 'S']",1
293,3,10,10328,1721.333333,1655.564925,30/01/2025 21:46,07/07/2025 01:55,158,0.0189,2,12,0,efectivo,3,1,1,"['CHAMARRA', 'CONJUNTO', 'VESTIDO']",O,['NIÑA'],"Blanco, Morado, Rosa, Vino",['M'],1
294,3,14,11230,1604.285714,1123.284179,20/01/2025 10:03,03/07/2025 04:45,164,0.0182,2,16,0.6667,transferencia,5,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul marino, Azul mate, Beige, Gris, Rojo, Rosa",['M'],2
295,4,17,14457,1445.7,666.897301,08/05/2025 04:23,09/07/2025 10:46,62,0.0635,10,10,1.25,efectivo,6,1,2,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PANTALON', 'PLAYERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul mate, Blanco, Cafe, Gris, Rosa, Verde, Verde mate",['M'],2
296,4,19,14569,1120.692308,660.89303,24/03/2025 21:50,17/06/2025 21:45,85,0.0465,10,32,1.75,transferencia,5,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO CAMISA', 'PLAYERA']",O,['NIÑO'],"Azul, Azul fuerte, Azul marino, Beige, Blanco, Gris, Negro, Verde, Verde mate","['M', 'S']",0
297,4,18,18078,1643.454545,800.267724,06/02/2025 01:49,29/06/2025 16:26,143,0.0278,6,20,2,transferencia,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA', 'GUAYABERA LARGA', 'SACO']",O,['NIÑO'],"Azul, Beige, Blanco, Cafe, Negro, Verde, Verde mate","['M', 'S']",0
298,4,17,15814,1581.4,573.319667,25/04/2025 01:31,10/07/2025 05:33,76,0.0519,10,9,1.25,transferencia,4,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Morado, Rosa, Verde","['M', 'S']",1
299,4,21,17970,1382.307692,556.350109,05/04/2025 10:51,01/07/2025 13:21,87,0.0455,11,18,1.25,transferencia,7,1,1,"['CAMISA', 'CONJUNTO', 'GUAYABERA', 'GUAYABERA LARGA', 'SACO', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Azul, Azul fuerte, Beige, Blanco, Negro, Rojo",['M'],0
300,4,17,13886,1388.6,614.330237,19/04/2025 23:47,15/06/2025 10:43,57,0.069,10,34,0.75,efectivo,6,1,1,"['CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'PANTALON', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Morado, Rosa",['M'],1
301,3,12,8819,1469.833333,689.316187,25/02/2025 12:36,07/04/2025 23:24,41,0.0714,0,103,2,transferencia,4,1,1,"['CHAMARRA', 'CONJUNTO', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Amarillo, Gris, Negro, Rojo",['M'],0
302,3,17,18963,2107,959.742327,22/03/2025 16:07,08/05/2025 15:56,47,0.0625,6,72,2,transferencia,6,1,1,"['CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'SUDADERA']",O,['NIÑA'],"Azul, Azul marino, Blanco, Rosa, Verde, Vino","['M', 'O']",1
303,3,15,18899,2362.375,1100.504196,12/02/2025 23:11,31/05/2025 00:26,108,0.0275,3,49,1.6667,efectivo,4,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul fuerte, Blanco, Morado, Verde, Vino",['M'],1
304,3,18,13689,1368.9,609.280633,25/01/2025 00:45,15/05/2025 15:34,110,0.027,4,65,3.3333,transferencia,6,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'SACO', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Beige, Blanco, Verde",['M'],2
305,4,19,15967,1451.545455,800.901919,09/02/2025 21:09,26/06/2025 23:59,137,0.029,8,23,2,efectivo,5,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul marino, Beige, Blanco, Gris, Negro, Rosa",['M'],2
306,4,16,10480,873.333333,358.709105,19/01/2025 19:33,11/07/2025 19:55,173,0.023,3,8,1.5,efectivo,4,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA']",O,['NIÑO'],"Azul fuerte, Azul marino, Beige, Blanco, Gris, Negro, Rojo, Rosa",['M'],0
307,4,16,10310,1031,614.677964,27/01/2025 10:27,16/05/2025 20:06,109,0.0364,6,64,0,efectivo,4,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PLAYERA']",O,['NIÑO'],"Amarillo, Azul, Azul fuerte, Beige, Gris, Naranja, Negro, Rosa",['M'],0
308,4,19,14498,1208.166667,811.034507,21/02/2025 11:49,28/06/2025 17:02,127,0.0313,5,21,2.5,transferencia,7,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PLAYERA', 'SACO', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul, Beige, Gris, Naranja, Rojo, Rosa, Verde mate",['M'],0
309,4,18,14880,1240,736.681749,04/05/2025 22:02,30/06/2025 06:01,57,0.069,12,19,1.5,efectivo,4,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'SUDADERA']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Beige, Blanco, Gris, Negro, Rojo, Rosa",['M'],2
310,3,13,10270,1141.111111,679.418778,04/02/2025 12:10,06/06/2025 13:45,122,0.0244,4,43,1,efectivo,5,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA LARGA', 'PLAYERA']",O,['NIÑO'],"Amarillo, Azul fuerte, Blanco, Gris, Rojo, Rosa, Verde mate",['M'],0
311,3,13,9821,1227.625,691.066194,30/04/2025 10:33,16/06/2025 07:22,47,0.0625,8,33,0.6667,transferencia,6,1,2,"['CAMISA', 'CONJUNTO', 'PANTALON', 'PLAYERA', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul fuerte, Azul mate, Blanco, Gris, Rosa, Verde mate",['M'],2
312,4,15,12738,1158,732.244371,25/04/2025 18:19,12/07/2025 14:44,78,0.0506,11,7,0,efectivo,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'PANTALON']",O,['NIÑA'],"Amarillo, Beige, Blanco, Morado, Rojo, Rosa, Verde","['M', 'S']",1
313,3,11,8079,1154.142857,535.681256,17/04/2025 09:27,11/07/2025 22:30,85,0.0349,4,8,0,efectivo,4,1,1,"['CHAMARRA', 'CONJUNTO VESTIDO', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Amarillo, Azul, Azul mate, Rosa, Verde","['M', 'S']",1
314,4,19,18733,1873.3,1042.092131,31/01/2025 22:40,19/07/2025 01:43,169,0.0235,4,0,0.5,efectivo,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Morado, Rosa","['M', 'S']",1
315,4,21,17208,1434,625.208765,03/03/2025 00:40,13/06/2025 17:10,102,0.0388,3,36,2.25,efectivo,6,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA LARGA', 'PLAYERA', 'SACO']",O,['NIÑO'],"Amarillo, Beige, Blanco, Naranja, Negro, Rosa, Vino",['M'],0
316,4,19,14909,1355.363636,689.320123,30/01/2025 03:16,06/07/2025 20:25,157,0.0253,7,13,0.5,transferencia,6,1,2,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SACO', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Azul fuerte, Azul marino, Beige, Blanco, Rojo, Rosa",['M'],2
317,4,15,13330,1333,875.283383,26/02/2025 14:12,07/07/2025 03:03,131,0.0303,8,12,1.5,transferencia,6,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Amarillo, Azul, Azul mate, Beige, Rosa, Verde, Vino","['M', 'O']",1
318,4,20,19828,1652.333333,707.821462,02/02/2025 06:15,14/07/2025 17:42,162,0.0245,6,5,1.5,transferencia,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'VESTIDO']",O,['NIÑA'],"Amarillo, Azul, Blanco, Morado, Negro, Rosa, Verde","['M', 'S']",1
319,4,16,16496,1649.6,804.17712,20/02/2025 22:27,13/06/2025 22:42,113,0.0351,5,36,2,transferencia,4,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul marino, Blanco, Rosa, Verde",['M'],1
320,3,16,11804,1311.555556,465.775127,25/01/2025 19:55,18/07/2025 22:24,174,0.0171,2,1,1.6667,transferencia,4,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA']",O,['NIÑO'],"Amarillo, Azul marino, Blanco, Gris, Verde mate",['M'],0
321,3,11,8520,1420,734.234295,03/03/2025 17:21,04/04/2025 05:53,32,0.0909,0,106,0,efectivo,5,1,2,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Negro, Rosa, Verde","['M', 'O', 'S']",1
322,3,13,12199,1109,514.050758,10/05/2025 07:56,27/06/2025 21:22,48,0.0612,11,22,1,efectivo,6,1,3,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PLAYERA', 'SACO', 'SUDADERA']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Azul, Azul fuerte, Beige, Blanco, Cafe, Naranja, Rosa",['M'],2
323,4,17,12900,1172.727273,729.683504,17/02/2025 02:10,15/06/2025 05:20,118,0.0336,8,34,0.75,transferencia,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA', 'VESTIDO']",O,['NIÑA'],"Blanco, Morado, Negro, Rosa, Verde","['M', 'O', 'S']",1
324,3,9,7319,1045.571429,486.07579,01/02/2025 16:07,15/02/2025 08:23,14,0.2,0,154,1.6667,transferencia,6,1,3,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Amarillo, Azul, Blanco, Rosa",['M'],2
325,4,19,13100,1190.909091,745.562077,05/03/2025 04:12,08/07/2025 20:43,125,0.0317,8,11,0,transferencia,5,1,1,"['CHAMARRA', 'CONJUNTO', 'GUAYABERA', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul, Azul mate, Negro, Rosa, Verde","['M', 'O', 'S']",1
326,3,15,13240,1471.111111,898.448594,21/01/2025 02:50,19/06/2025 04:40,149,0.02,3,30,1,transferencia,5,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Azul fuerte, Beige, Blanco, Rojo, Rosa",['M'],0
327,4,21,17447,1586.090909,597.134743,08/02/2025 13:28,12/06/2025 02:31,124,0.032,8,37,2,transferencia,4,1,1,"['CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Rojo, Rosa, Verde","['M', 'S']",1
328,4,17,18778,1707.090909,729.824195,24/01/2025 12:37,16/07/2025 03:46,173,0.023,8,3,2.75,efectivo,3,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA']",O,['NIÑA'],"Azul, Blanco, Rosa, Verde, Vino","['M', 'O']",1
329,4,20,17910,1791,731.388406,19/01/2025 23:23,15/06/2025 10:25,147,0.027,6,34,2,efectivo,4,1,1,"['CHAMARRA', 'CONJUNTO', 'GUAYABERA', 'VESTIDO']",O,['NIÑA'],"Azul, Azul marino, Blanco, Morado, Rosa, Verde","['M', 'O']",1
330,4,20,18982,1898.2,839.088172,01/02/2025 01:34,17/06/2025 07:59,136,0.0292,7,32,1.25,transferencia,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul, Azul fuerte, Blanco, Negro, Rosa, Verde, Vino",['M'],1
331,4,21,18250,1659.090909,1350.935397,05/03/2025 08:53,29/05/2025 11:37,85,0.0465,5,51,2,efectivo,5,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA', 'PLAYERA']",O,['NIÑO'],"Azul fuerte, Beige, Blanco, Gris, Negro, Rojo, Rosa, Verde","['M', 'S']",0
332,3,15,12548,1394.222222,562.198418,12/02/2025 05:17,13/06/2025 02:28,121,0.0246,6,36,3,transferencia,4,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Beige, Blanco, Rojo, Verde","['M', 'S']",2
333,4,23,21902,1825.166667,1296.278123,28/02/2025 22:14,30/06/2025 13:21,122,0.0325,9,19,1.5,efectivo,4,1,1,"['CAMISA', 'CONJUNTO', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul, Azul fuerte, Azul marino, Beige, Blanco, Negro",['M'],0
334,4,21,17260,1327.692308,1251.072118,20/02/2025 21:47,13/04/2025 19:35,52,0.0755,0,97,1.25,efectivo,5,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Amarillo, Azul, Beige, Blanco, Gris, Negro",['M'],0
335,4,19,12260,1114.545455,484.042891,01/02/2025 20:15,20/04/2025 07:59,78,0.0506,2,90,0.5,transferencia,7,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA LARGA', 'SACO', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Azul fuerte, Beige, Blanco, Negro, Rosa, Verde mate",['M'],0
336,3,18,14030,1403,803.405875,30/04/2025 17:11,15/07/2025 00:58,76,0.039,10,4,0,transferencia,5,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Azul fuerte, Beige, Blanco, Gris, Rojo, Rosa, Verde mate",['M'],0
337,3,11,8768,1461.333333,904.685335,03/04/2025 19:02,11/05/2025 23:46,38,0.0769,4,69,0.6667,efectivo,5,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Rosa",['M'],1
338,3,13,10780,1540,571.614256,23/02/2025 06:56,23/06/2025 17:04,120,0.0248,5,26,1.6667,transferencia,6,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PANTALON', 'VESTIDO']",O,['NIÑA'],"Azul, Azul mate, Blanco, Rosa, Verde","['M', 'O']",1
339,3,18,9398,1044.222222,530.986875,10/02/2025 15:16,19/03/2025 12:07,37,0.0789,0,122,0,efectivo,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul, Beige, Blanco, Gris, Rojo, Vino",['M'],0
340,4,20,20649,1877.181818,1333.617692,24/01/2025 23:29,22/05/2025 16:58,118,0.0336,2,58,0.75,transferencia,5,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Blanco, Rosa, Vino","['M', 'S']",2
341,3,14,11522,1280.222222,646.316362,06/02/2025 10:45,11/07/2025 13:45,155,0.0192,3,8,3,transferencia,3,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA']",O,['NIÑO'],"Amarillo, Azul, Azul marino, Beige, Blanco, Cafe, Rosa, Verde","['M', 'S']",0
342,3,12,9458,1182.25,562.992396,17/06/2025 22:59,17/07/2025 07:40,30,0.0968,8,2,2,efectivo,4,1,1,"['CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'VESTIDO']",O,['NIÑA'],"Blanco, Rosa, Verde","['M', 'O']",1
343,4,28,24809,1772.071429,992.12085,25/03/2025 20:51,04/07/2025 16:01,101,0.0392,10,15,1,efectivo,5,1,2,"['CAMISA', 'CONJUNTO', 'PANTALON', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Azul marino, Beige, Blanco, Gris, Rosa, Verde",['M'],2
344,3,16,13860,1540,913.698224,03/02/2025 15:53,08/06/2025 10:30,125,0.0238,7,41,0,efectivo,5,1,3,"['CAMISA', 'CONJUNTO', 'GUAYABERA', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Azul marino, Azul mate, Blanco, Cafe, Morado, Rosa, Verde, Vino","['M', 'O']",2
345,4,21,18279,1661.727273,981.014696,15/02/2025 02:34,21/06/2025 01:03,126,0.0315,8,28,2.25,efectivo,6,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul mate, Beige, Blanco, Gris, Negro, Rosa, Verde mate","['M', 'S']",2
346,3,16,17301,2471.571429,1168.218162,23/03/2025 01:48,16/04/2025 03:41,24,0.12,0,94,1.3333,transferencia,2,1,1,"['CONJUNTO', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Rosa, Vino","['M', 'S']",1
347,4,20,18236,1215.733333,721.249977,18/04/2025 15:57,13/06/2025 18:03,56,0.0702,12,36,2.75,transferencia,8,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SACO', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Amarillo, Azul, Azul marino, Beige, Blanco, Cafe, Gris, Naranja, Negro, Rojo, Rosa",['M'],0
348,3,15,13060,1451.111111,1266.196794,18/02/2025 01:43,30/04/2025 00:30,71,0.0417,6,80,2,transferencia,5,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Azul marino, Blanco, Negro, Rojo",['M'],0
349,4,20,16728,1194.857143,679.943995,21/01/2025 07:49,13/05/2025 23:06,112,0.0354,4,67,2.5,efectivo,4,1,1,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Amarillo, Azul, Azul fuerte, Beige, Blanco, Cafe, Naranja, Negro, Rojo, Rosa",['M'],0
350,3,16,15390,1710,903.504781,01/03/2025 03:34,05/07/2025 18:29,126,0.0236,6,14,2.3333,transferencia,6,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'SACO', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Beige, Blanco, Negro, Rosa, Verde",['M'],2
351,3,11,10220,1460,559.566158,30/01/2025 06:32,31/05/2025 17:11,121,0.0246,4,49,1.6667,efectivo,5,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'CONJUNTO VESTIDO', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Negro, Verde",['M'],1
352,3,13,8808,1101,743.775504,21/04/2025 13:49,14/07/2025 13:46,84,0.0353,8,5,0.6667,transferencia,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA LARGA', 'PLAYERA', 'SHORT']",O,['NIÑO'],"Amarillo, Azul, Azul marino, Beige, Blanco, Gris, Verde mate",['M'],0
353,4,20,16348,1634.8,663.842873,01/02/2025 03:37,18/06/2025 23:01,137,0.029,5,31,1.5,transferencia,6,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA LARGA', 'PLAYERA', 'SACO']",O,['NIÑO'],"Azul, Azul marino, Blanco, Rojo",['M'],0
354,3,21,16898,1408.166667,933.827414,22/01/2025 21:36,15/04/2025 04:34,83,0.0357,0,95,1.3333,efectivo,8,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'GUAYABERA', 'PANTALON', 'SHORT', 'SUDADERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Azul marino, Beige, Negro, Rojo, Rosa, Verde, Verde mate","['M', 'O', 'S']",2
355,4,19,15690,1426.363636,721.138906,14/02/2025 09:19,17/05/2025 21:17,92,0.043,3,63,1.5,efectivo,5,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul mate, Blanco, Morado, Rojo, Rosa, Vino",['M'],2
356,3,11,9030,1128.75,641.120845,02/03/2025 00:08,31/05/2025 20:17,90,0.033,3,49,1,transferencia,4,1,1,"['CONJUNTO', 'SACO', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Azul, Azul marino, Beige, Negro, Rojo, Verde","['M', 'S']",0
357,4,26,22916,1762.769231,772.697389,29/03/2025 05:16,13/07/2025 20:01,106,0.0374,10,6,0.75,transferencia,6,1,2,"['CAMISA', 'CONJUNTO', 'CONJUNTO CAMISA', 'CONJUNTO VESTIDO', 'GUAYABERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Azul, Beige, Blanco, Morado, Verde, Vino","['M', 'O', 'S']",2
358,3,11,9592,1370.285714,449.635317,03/02/2025 10:00,01/06/2025 01:24,118,0.0252,2,48,1.6667,transferencia,5,1,1,"['CONJUNTO', 'GUAYABERA', 'PANTALON', 'SUDADERA', 'VESTIDO']",O,['NIÑA'],"Azul, Azul mate, Blanco, Rojo, Rosa, Verde","['M', 'O', 'S']",1
359,3,19,15677,1567.7,843.491322,08/02/2025 16:30,01/04/2025 19:11,52,0.0566,0,109,3.3333,transferencia,6,1,1,"['CAMISA', 'CONJUNTO', 'GUAYABERA LARGA', 'PLAYERA', 'SACO', 'SHORT']",O,['NIÑO'],"Azul, Beige, Blanco, Gris, Naranja, Negro, Verde mate, Vino",['M'],0
360,4,19,17568,1756.8,936.282094,10/02/2025 09:52,15/05/2025 18:27,94,0.0421,3,65,0.5,transferencia,6,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'PANTALON', 'SUDADERA']",O,"['NIÑA', 'NIÑO']","Amarillo, Azul, Azul fuerte, Azul marino, Beige, Blanco, Gris, Negro, Verde",['M'],2
361,4,19,13838,1153.166667,686.195044,31/01/2025 11:15,01/04/2025 17:44,60,0.0656,0,109,3,transferencia,7,1,3,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'GUAYABERA', 'PLAYERA', 'SHORT', 'SUDADERA']",O,"['NIÑA', 'NIÑO', 'RECIÉN NACIDO']","Azul, Azul fuerte, Beige, Blanco, Cafe, Negro, Rojo, Rosa, Verde","['M', 'O']",2
362,4,16,15635,1563.5,868.431604,27/01/2025 15:33,17/06/2025 08:01,141,0.0282,7,32,1.75,efectivo,4,1,1,"['CHAMARRA', 'CONJUNTO', 'CONJUNTO VESTIDO', 'VESTIDO']",O,['NIÑA'],"Azul, Blanco, Morado, Negro, Rojo, Rosa, Verde",['M'],1
363,4,20,13768,1059.076923,613.988908,07/03/2025 11:49,23/06/2025 13:42,108,0.0367,7,26,0.5,transferencia,5,1,1,"['CAMISA', 'CONJUNTO', 'PLAYERA', 'SHORT', 'SUDADERA']",O,['NIÑO'],"Azul, Azul marino, Beige, Blanco, Gris, Naranja, Negro, Rosa",['M'],0
365,4,24,20652,1475.142857,1004.62835,21/02/2025 12:07,15/07/2025 08:46,144,0.0276,3,4,1.75,transferencia,6,1,1,"['CAMISA', 'CONJUNTO', 'GUAYABERA LARGA', 'PLAYERA', 'SACO', 'SHORT']",O,['NIÑO'],"Amarillo, Azul, Azul marino, Beige, Blanco, Gris, Naranja, Negro",['M'],0
366,3,15,15110,1678.888889,936.191391,11/02/2025 19:15,22/06/2025 00:15,131,0.0227,3,27,1,transferencia,7,1,1,"['CAMISA', 'CONJUNTO', 'CONJUNTO CAMISA', 'CONJUNTO GUAYABERA', 'GUAYABERA', 'PLAYERA', 'SUDADERA']",O,['NIÑO'],"Azul, Azul fuerte, Blanco, Cafe, Rojo, Rosa",['M'],0
367,3,17,13730,1716.25,617.493674,18/04/2025 07:47,29/06/2025 05:55,72,0.0411,5,20,2,efectivo,6,1,1,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA', 'SHORT']",O,['NIÑO'],"Azul, Blanco, Negro, Rosa, Verde","['M', 'S']",0
368,3,13,12030,1503.75,813.018104,18/04/2025 02:05,21/06/2025 14:11,64,0.0462,5,28,1,efectivo,7,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA', 'PLAYERA', 'VESTIDO']",O,"['NIÑA', 'NIÑO']","Blanco, Morado, Naranja, Rosa",['M'],2
369,4,17,15559,1296.583333,688.927967,04/03/2025 21:43,28/06/2025 16:49,116,0.0342,8,21,0,efectivo,6,1,2,"['CAMISA', 'CHAMARRA', 'CONJUNTO', 'CONJUNTO GUAYABERA', 'GUAYABERA', 'GUAYABERA LARGA']",O,"['NIÑA', 'NIÑO']","Amarillo, Beige, Blanco, Gris, Negro, Verde","['M', 'O']",2
